SNP	b1	vb1	b2	vb2
rs679201	0.0790525366760533	0.0001625414721085155	0.0401	4.624e-05
rs527810	0.0941108008342192	0.00014028962113121074	0.0314	4.096e-05
rs7934596	0.044948736725244805	0.0108209763622466	-0.0146	0.00249001
rs589319	0.09519681408656219	0.00014020204166340861	0.0317	4.096e-05
rs61879730	-0.0967086449586749	0.0011423621539163866	-0.0246	0.00029584
rs553711	0.09464117828422325	0.0001402151649956653	0.0317	4.096e-05
rs621246	0.09534037964770732	0.00014025864016841438	0.0318	4.096e-05
rs61879731	0.01586832540983446	0.00032545560431939844	0.0021	9.025e-05
rs56314267	0.10810676374561576	0.002832419634044193	-0.026	0.0007344099999999999
rs522619	0.0793332216892759	0.00016247963162724824	0.04	4.624e-05
rs635802	0.09509947055264978	0.00014020828774791196	0.0317	4.096e-05
rs662711	0.09429576095988322	0.00014023380680724842	0.0318	4.096e-05
rs80354653	0.05207211361120501	0.00046177656783409144	-0.0116	0.000144
rs664382	0.08085131368544576	0.00015836837306817362	0.0394	4.624e-05
rs665311	0.07909711483964724	0.00016255701202462253	0.0402	4.624e-05
rs569780	0.07911486500397849	0.00016254612477206053	0.0402	4.624e-05
rs72632988	0.18542302212681164	0.013057223501102388	-0.006	0.0026728900000000002
rs567033	0.09056212958511926	0.00014326796724678354	0.032	4.225e-05
rs677042	0.09032522507692366	0.00014332142872035982	0.032	4.225e-05
rs542274	0.0907540952313535	0.00014325806480505667	0.0313	4.225e-05
rs12796879	-0.04423675553971813	0.0004042427253951912	-0.0031	0.00011236
rs117061194	-0.10328208482708244	0.0006283060402129762	-0.0377	0.00016384
rs118036974	0.13482122045432754	0.00502981804609451	0.0707	0.00128881
rs680205	0.09480638552930297	0.000140153954910853	0.0326	4.096e-05
rs117006164	0.08848770756730517	0.0007313736309074362	0.0378	0.00028560999999999994
rs536628	0.09460531289339635	0.00014021415229112572	0.0317	4.096e-05
rs7113011	0.05006626764101406	0.012522714338292988	-0.0154	0.00249001
rs586785	0.07955267375805952	0.0001623503875004619	0.0397	4.624e-05
rs72860760	0.06268649045673541	0.0031131622746423154	0.0108	0.000576
rs598946	0.0951876792484006	0.00014021350131752802	0.0317	4.096e-05
rs476890	0.07940865740962735	0.0001623085705128105	0.0403	4.624e-05
rs615358	0.08958795270597492	0.0001400134596499374	0.0307	4.096e-05
rs615424	0.07937437591596608	0.00016231425784793115	0.0403	4.624e-05
rs11024185	0.18542302212681164	0.013057223501102388	-0.0041	0.00268324
rs113343528	0.07045354349132371	0.0006175454383876052	0.0538	0.00017423999999999999
rs7122571	0.05006626764101406	0.012522714338292988	-0.0147	0.00249001
rs143248707	0.016424232475779368	0.00032525163924254007	0.0029	9.025e-05
rs492263	0.07785843698824535	0.00016289011772146396	0.0346	5.184e-05
rs644419	0.07900846379912126	0.0001624912866810019	0.0398	4.624e-05
rs145804461	0.4690683022984808	0.30126341533479906	0.073	0.00191844
rs113876422	-0.1273918089598108	0.05749146525579979	0.2275	0.042353640000000005
rs11604470	0.01566352743045332	0.0003248924289847643	0.0027	9.025e-05
rs545773	0.09503511631987335	0.00014021056284439808	0.0318	4.096e-05
rs677540	0.09495249384379756	0.00014026381523005727	0.0317	4.096e-05
rs512852	0.095000214823319	0.0001402089026529837	0.0317	4.096e-05
rs11024186	0.05621025003980219	0.010871572606780042	-0.0187	0.00244036
rs193225189	-0.15303571782822833	0.01389640300171801	0.008	0.0010627599999999998
rs11024188	-0.08161874191598907	0.00016104295813443214	-0.029	4.4890000000000006e-05
rs71484763	-0.04796613205250455	0.00040981950955659875	-0.0027	0.00011025000000000001
rs577207	0.09448358736765691	0.0001402500130311049	0.0317	4.096e-05
rs184297997	-0.017152098848631878	0.005023469963001828	-0.0318	0.0011628099999999998
rs11024189	-0.1099934299473054	0.003183042647946549	-0.0109	0.00076176
rs550667	0.09471363171147407	0.00014026141097539367	0.0319	4.096e-05
rs656623	0.09444442596654287	0.00014020406070748532	0.0317	4.096e-05
rs75059061	-0.10935966247659469	0.0015063462768883239	-0.0459	0.00033856
rs594034	0.09524442631992111	0.00014039819520994044	0.0317	4.096e-05
rs72632989	0.18911718596908383	0.013082963430712647	-0.0046	0.0026936100000000004
rs11606773	0.016500434672341226	0.0003257679359107705	0.0029	9.025e-05
rs138640692	0.08120589940783199	0.0025214345315724075	-0.0318	0.00051984
rs11825018	0.050695199132324315	0.0004495463899049177	-0.0104	0.000144
rs188848600	0.05990741691336141	0.008586657290775186	0.0141	0.0009424900000000001
rs115818486	0.030349517877406165	0.0005700909612717095	-0.032	0.00019600000000000002
rs1685932	0.09476049229426371	0.00014024937744922043	0.0315	4.096e-05
rs72632990	0.1904430402410295	0.013024878477733901	-0.0056	0.002704
rs11024190	0.1904430402410295	0.013024878477733901	-0.0055	0.0028515600000000004
rs214904	0.08974461835239303	0.00014440590418643662	0.0311	4.225e-05
rs67771121	0.04221607594860522	0.009549667076573239	-0.0167	0.0025000000000000005
rs214903	0.08100967412101669	0.00016237843742606783	0.0393	4.624e-05
rs214902	0.090635920600526	0.0001477471143824545	0.0311	4.225e-05
rs214901	0.0949383460596373	0.0001403760563946225	0.0312	4.096e-05
rs214900	0.09467891588073964	0.000140442957408215	0.0312	4.096e-05
rs17647408	0.015113666287807491	0.00032777420794391135	0.0034	9.025e-05
rs61879757	-0.0808850548769142	0.003413605956883899	-0.0125	0.0005712100000000001
rs2354863	-0.06606536872837307	0.00047941403165605126	-0.018	0.00016384
rs214927	0.09600077455340263	0.00014024348651784182	0.0275	4.3559999999999996e-05
rs214926	0.09609497056196575	0.00014030413906537361	0.0311	4.096e-05
rs185591220	-0.07830307648582656	0.012395852970576108	-0.0275	0.00101761
rs11607918	0.01766514370600504	0.00032860234823695294	0.0027	9.025e-05
rs11607974	0.017191472619213617	0.0003252805476065552	0.0026	9.025e-05
rs79427103	0.13951183090261474	0.0024256096483237085	0.056	0.00069169
rs150959267	0.1953902892245567	0.20371864547129312	0.1286	0.0022372900000000003
rs72862044	0.0786667666624457	0.0024639601266947015	-0.0316	0.00052441
rs214925	0.09649570677873695	0.0001402639042267513	0.0314	4.096e-05
rs144161993	0.076061325694264	0.031611581276859625	0.0191	0.00123904
rs12098931	0.03834940371837415	0.00047678197535402163	-0.011	0.00013689
rs214924	0.08703096785452683	0.00015830220379079875	0.0264	4.9000000000000005e-05
rs11024196	-0.06260607010587571	0.0009870724823736376	0.0017	0.00019881
rs72862049	0.07914319731845003	0.0024639540896379594	-0.0314	0.00052441
rs214923	0.09195910480209404	0.00014419030535156523	0.0315	4.225e-05
rs214922	0.09694507548690631	0.00014031336455020652	0.0313	4.096e-05
rs72862052	0.04572323254687423	0.00360713331552762	0.0205	0.00064009
rs214921	0.09702642443296272	0.00014025745369247142	0.0313	4.096e-05
rs11024197	0.23145313126575887	0.012942278256652884	-0.0063	0.0026936100000000004
rs11024198	-0.0637259189309353	0.0010159592329060628	0.0022	0.00020164000000000003
rs214920	0.09709321076055845	0.0001402587981222181	0.0312	4.096e-05
rs2079293	0.07914942289641037	0.002471467026171611	-0.0314	0.00052441
rs214919	0.09684791440657868	0.00014025837994221957	0.0312	4.096e-05
rs11024199	0.18908160676116037	0.013076459402261997	-0.0081	0.0026936100000000004
rs72862057	0.07937333047613475	0.002454539165298896	-0.0316	0.00052441
rs214918	0.09724578743708776	0.00014025822352425288	0.0311	4.096e-05
rs214917	0.09678593289889778	0.00014029842639407501	0.0313	4.096e-05
rs61879758	0.01731327398772707	0.0003260636254726293	0.0028	9.025e-05
rs214916	0.09674283722345597	0.00014023529032457073	0.0313	4.096e-05
rs72862068	0.015715623387823927	0.0003288712099282164	0.0028	9.025e-05
rs214915	0.09712625884922699	0.00014024821213875433	0.0312	4.096e-05
rs11024201	0.1870654352201134	0.012799078387513103	-0.0046	0.00268324
rs214914	0.09736945688695291	0.00014028696832349337	0.0312	4.096e-05
rs214913	0.09650289539950811	0.0001403330254672018	0.0312	4.096e-05
rs214912	0.0986132304400166	0.00014025025955038283	0.0312	4.096e-05
rs214911	0.09827188152381906	0.00014433550370673056	0.031	4.096e-05
rs12285874	-0.059421950899284585	0.0009875445318631951	0.002	0.00020164000000000003
rs214910	0.09693263981696693	0.00014026023089686252	0.0311	4.096e-05
rs7110774	0.1398766289657219	0.0022386866411822685	0.0562	0.00064009
rs142345480	0.13161934311805026	0.0017104193983892464	0.0369	0.00032041
rs214909	0.09746269204635999	0.00014024850601990292	0.0312	4.096e-05
rs214908	0.0622837726625265	0.0009269705384855506	-0.0026	0.00019881
rs12295879	-0.044713151802022	0.004332587466199452	0.089	0.0005336099999999999
rs214907	0.09224278989610576	0.0001441049315261065	0.0311	4.225e-05
rs183492324	-0.10481776422691108	0.007796419048028826	0.0797	0.0011560000000000001
rs603618	0.09728428354672254	0.00014023604692619344	0.0312	4.096e-05
rs75597975	0.024599292187129123	0.0005462620284090041	-0.026	0.00016641
rs147817439	0.0027127251655883634	0.0013402171672333252	-0.0388	0.00034969000000000005
rs618331	0.09719378339687652	0.0001402619460441532	0.0312	4.096e-05
rs7949699	0.09744636818973405	0.00014031744551623552	0.0304	4.096e-05
rs7101686	0.09674587471746939	0.00014026126514612056	0.0313	4.096e-05
rs143830025	0.18686788924405057	0.012772060340077022	-0.0091	0.0026728900000000002
rs7118443	0.09890211033430413	0.0001443901515290468	0.0312	4.096e-05
rs7101938	0.05065191462621719	0.009311906076446478	-0.0168	0.00249001
rs11605497	0.016700542465191072	0.0003244249977197276	0.0032	9.025e-05
rs12420407	-0.08223670482450243	0.0001597140380321137	-0.0284	4.624e-05
rs61881877	0.08306136679124375	0.00016295332649008258	0.0393	4.624e-05
rs59192183	0.0980994519043748	0.00014335585916864477	0.0313	4.096e-05
rs61357262	0.09925209298653899	0.00014342398464706714	0.0313	4.096e-05
rs61881880	0.016728092281627138	0.00032549624690244607	0.0028	9.025e-05
rs10832745	0.09713720782370783	0.00014023879258857807	0.0312	4.096e-05
rs11024204	0.09691056066267716	0.00014032318285339888	0.0312	4.096e-05
rs10832746	0.09661167332753122	0.00014029113524177485	0.0312	4.096e-05
rs10832747	0.09708093051759609	0.0001402199000799743	0.0312	4.096e-05
rs61881881	0.0822977743247944	0.0001621817377803275	0.0393	4.624e-05
rs10832748	0.09673357933467254	0.00014026682292329909	0.0311	4.096e-05
rs2171615	0.09674110291357478	0.00014025086300891107	0.0312	4.096e-05
rs10741724	0.0967657674059291	0.0001402640006008707	0.0312	4.096e-05
rs145128389	0.02382299961515367	0.0005457112062738594	-0.0261	0.00016641
rs7105849	0.09733881072423137	0.00014020208498225116	0.0312	4.096e-05
rs7108861	0.060590747379572284	0.0009253822457433308	-0.0017	0.00019881
rs7129077	0.0963110225726737	0.00014027446160958255	0.0311	4.096e-05
rs61881882	0.016165708347047843	0.00032421288915119445	0.0024	9.025e-05
rs7109536	0.09209670759988321	0.00014419253620362996	0.0311	4.225e-05
rs901942	-0.08214013517969121	0.00015939794152835122	-0.0284	4.624e-05
rs7113964	0.09738526073392657	0.00014026084312584436	0.0311	4.096e-05
rs10766381	0.0970761723469904	0.0001402403649416839	0.0311	4.096e-05
rs11024207	0.09706560432796923	0.00014036389708486598	0.0311	4.096e-05
rs61881884	0.016557858152657565	0.00032448026214797096	0.0033	9.025e-05
rs60173525	0.08372537703165941	0.0001629889472221654	0.0391	4.624e-05
rs11024208	0.09804348596988406	0.00014022962047179036	0.0311	4.096e-05
rs114306990	0.11439831609771191	0.002222872070197659	0.0616	0.00070756
rs12577525	0.0836691277871627	0.00016287431176003733	0.0387	4.624e-05
rs10832749	0.048295296758880786	0.0004027856969299525	-0.0121	0.00012996
rs10832750	0.09274930090139577	0.00014419053704597942	0.0311	4.225e-05
rs72862099	0.013287312927677214	0.00031904005305438487	0.0036	9.025e-05
rs11828594	0.11626866707163297	0.001658491164315436	0.0619	0.0006969599999999999
rs72862100	0.09261189177779344	0.0006604810393739876	0.0294	0.000169
rs1125737	0.09798260161237317	0.00014111365361093643	0.0283	4.3559999999999996e-05
rs146962868	0.19276314435161146	0.08230736941011021	0.0623	0.0014592399999999999
rs12801545	-0.09643180327973634	0.00014459618138843705	-0.032	4.225e-05
rs17473243	0.08392648248166369	0.00016298658336444597	0.0394	4.624e-05
rs12577815	0.08288010802297216	0.000162858029077472	0.0393	4.624e-05
rs1488933	0.09282304961310055	0.0001439871235510139	0.0302	4.225e-05
rs7108315	0.09273686229873439	0.0001442228098842275	0.0311	4.225e-05
rs113201576	0.10701586624619008	0.0026053446331064057	0.0844	0.00067081
rs7111505	0.048850068332771966	0.000407709564979331	-0.0124	0.00012996
rs149364099	0.015783835356944928	0.0003276363765875463	0.0029	9.215999999999998e-05
rs4508187	0.09323235762533186	0.0001443439872241033	0.0313	4.225e-05
rs4509731	0.09920770973129615	0.00014342723881764262	0.0314	4.096e-05
rs187834617	0.0245872704498307	0.016658299906259062	-0.0255	0.00108241
rs7936310	0.09843913251101905	0.00014024348275792084	0.0315	4.096e-05
rs151216545	0.13947860680342217	0.0024562604765505907	0.0726	0.0007784100000000001
rs7925692	0.09815980218589636	0.00014034887620068408	0.0312	4.096e-05
rs74586631	0.0242270225277312	0.0005504727751714738	-0.0267	0.000169
rs11024215	0.10685839766554689	0.0012272476407431667	0.0391	0.00052441
rs11024218	0.11722368331372549	0.0011938226355064792	0.0448	0.0005382399999999999
rs72863620	0.03630976711159599	0.0016939977138447778	-0.0167	0.00047089
rs10832751	0.09868274119960706	0.0001403469031387698	0.032	4.096e-05
rs61881886	0.016134568887888816	0.00032448123244339976	0.0025	9.025e-05
rs10766382	0.09351613515362567	0.00014409285158277277	0.032	4.225e-05
rs11024220	0.09328910725774213	0.0001440997900627322	0.032	4.225e-05
rs11024221	0.09290080481150792	0.00014424336929823593	0.032	4.225e-05
rs7108316	0.09304582788637009	0.0001440713035100808	0.032	4.225e-05
rs68175505	0.11948317657173643	0.0012491826572169496	0.045	0.0005428900000000001
rs117716983	-0.004595910941694151	0.005288214374695567	-0.0122	0.00079524
rs11602048	0.12221076623494692	0.002422899836639385	0.0434	0.00034969000000000005
rs12276859	0.09342961066639735	0.00014409255350660558	0.032	4.225e-05
rs117459658	0.020822876354256278	0.0003507114784353282	0.0023	9.801000000000002e-05
rs7128822	0.09300143135543255	0.00014411598468933904	0.0319	4.225e-05
rs11024223	0.09279899586995385	0.00014410618495114014	0.032	4.225e-05
rs146512122	0.02124786329663093	0.0005401919316042261	-0.0235	0.00016384
rs146715331	0.47353717591717875	0.3070311099207624	0.0751	0.0019272100000000002
rs7937176	0.09826865700698377	0.00014034171832951787	0.0319	4.096e-05
rs61881887	0.01229395183987853	0.0004469753538377789	0.0127	0.00012769
rs148125959	0.046450034712765306	0.0017099388041638592	0.0717	0.0009548100000000001
rs117185613	0.03508455971278243	0.0019648537189632842	0.0079	0.00064009
rs143282062	0.1479793594989137	0.0171644469979675	-0.018	0.0018062500000000003
rs11024226	0.18514836109347788	0.012773382018620263	-0.0033	0.00268324
rs7940253	0.09247861183135425	0.00014415525110202928	0.032	4.225e-05
rs7940418	0.09911312684165424	0.00014443430832959973	0.0319	4.096e-05
rs117947530	0.09594511285470377	0.0009271476667426251	0.0393	0.00022801
rs117612949	-0.06083567646237588	0.0026774640400771886	0.0011	0.0006864400000000001
rs61881888	0.095841049371486	0.0001433084995244888	0.0319	4.096e-05
rs1979603	0.09823972209296195	0.00014034366566371598	0.031	4.624e-05
rs117173117	0.025015625607405542	0.0005433271521720425	-0.0238	0.00016641
rs1979602	0.016014101626005712	0.0003251482495681066	0.0026	9.025e-05
rs113255865	0.049162591378343425	0.0004026260891668496	-0.01	0.00012769
rs11024227	0.1009796129945775	0.00014348690057306273	0.0319	4.096e-05
rs11024228	0.04818955711010891	0.0004009239069698117	-0.0102	0.00012769
rs61881889	0.0165271565319051	0.00032539861935319884	0.0028	9.025e-05
rs11024229	0.0924444947945768	0.0001440451674581734	0.0319	4.225e-05
rs147866373	-0.07800146519244203	0.0014793455168488658	-0.0118	0.00035344
rs10832752	0.09286061744357514	0.00014414096208417793	0.0318	4.225e-05
rs10832753	0.04834954220046803	0.0004008541919354967	-0.0097	0.00012769
rs7342262	0.09856773817334832	0.00014035002347169689	0.0318	4.096e-05
rs11024231	0.09255119200314045	0.00014412328115453923	0.0317	4.225e-05
rs7342171	0.017661921043497477	0.000325469648050051	0.0023	9.025e-05
rs498327	0.04081237408010095	0.0009708983100825399	-0.0016	0.00019881
rs182448556	0.0356196492646384	0.0032078650369371507	-0.0196	0.00165649
rs75833251	-0.05810248266799401	0.0009956188305047487	0.0004	0.00020164000000000003
rs76439856	0.02004545256715677	0.0005410267669347986	-0.0234	0.00016384
rs214102	0.09282492404729611	0.00014413078371816642	0.0317	4.225e-05
rs61881916	0.017033233393459357	0.00032564335639600806	0.0037	9.025e-05
rs12789333	-0.08487373905728342	0.0001998720691838893	-0.0233	5.776e-05
rs214101	0.08535064305913193	0.0001431034117182489	0.0305	4.225e-05
rs214099	0.08004577447494456	0.00014429755847454115	0.0257	4.225e-05
rs214098	0.07980882215529496	0.00016982002078552404	0.0399	4.9000000000000005e-05
rs214097	0.07831517697452291	0.00014424145915668604	0.0262	4.761e-05
rs105290	0.08641650023069847	0.00014317075855997693	0.0301	4.225e-05
rs80137068	0.2441799364543875	0.07365877836777437	0.0352	0.00153664
rs61555995	0.15104398276007122	0.013125397616240698	-0.0073	0.00268324
rs190046	0.08973289698921579	0.0001433222934689215	0.0302	4.225e-05
rs214095	0.08949299431634516	0.00014337065523188872	0.03	4.225e-05
rs214094	0.08013092169938194	0.00014401193932241834	0.0258	4.225e-05
rs61881917	-0.015102581189082824	0.0002585197418270816	-0.0075	7.396e-05
rs61881918	-0.014915353002680772	0.00025683111947020414	-0.0065	7.225000000000001e-05
rs214093	0.08183477737794138	0.00014399006689915216	0.0259	4.225e-05
rs214092	0.08025845209006709	0.00014961505360938177	0.0227	4.4890000000000006e-05
rs10832754	0.0787019118640584	0.000670229281840592	0.0266	0.00024335999999999997
rs117330888	0.007677495770709183	0.00048117503109597874	-0.0262	0.00015129
rs214091	0.08394644239527867	0.00017068318390761858	0.0406	4.9000000000000005e-05
rs214090	0.08368212880224916	0.00017083617211065987	0.0407	4.9000000000000005e-05
rs76997464	0.012008738383868402	0.00048338300322347725	-0.026	0.00015129
rs12786482	-0.08612345327365635	0.0020223669442197743	-0.0563	0.0008410000000000001
rs214088	0.08166233575363267	0.00014469634683345498	0.0258	4.225e-05
rs4757506	-0.021012492927533852	0.0002640120617536864	-0.0061	7.396e-05
rs214087	0.09031780120807972	0.00014689297269319506	0.0294	4.225e-05
rs214086	0.061715625294109254	0.00014777812692422958	0.0318	4.225e-05
rs214085	0.08908626929750664	0.00014347214353513564	0.03	4.225e-05
rs214084	0.08253067689352832	0.00014398142622337946	0.0259	4.225e-05
rs214083	0.0821403459458915	0.00014398017783527468	0.0258	4.225e-05
rs214082	0.08255218646954368	0.00014406486456379383	0.0253	4.225e-05
rs214081	0.08268464091626143	0.00014396601401943897	0.0259	4.225e-05
rs214080	0.08317563497181439	0.00014387554992683076	0.026	4.225e-05
rs214079	0.08973210576371352	0.00014343073234133287	0.0302	4.225e-05
rs214077	0.08291605314866399	0.00014390714261921185	0.0259	4.225e-05
rs214076	0.09046460922976293	0.0001431828009535062	0.0302	4.225e-05
rs214075	0.09018362265181486	0.0001431606794036787	0.0301	4.225e-05
rs61881920	-0.014838169707290141	0.00025538586218017763	-0.0069	7.225000000000001e-05
rs7127347	0.04231793896682394	0.0003066221549661374	-0.0104	9.801000000000002e-05
rs138002805	0.07674223209784925	0.002155376514775117	0.0156	0.000676
rs12794099	-0.050053375977687026	0.00042264510002855014	-0.0025	0.00011448999999999998
rs214072	0.08764214771608438	0.00017072287319955788	0.0406	4.9000000000000005e-05
rs214071	0.09190179865695398	0.0001432800570388264	0.0302	4.225e-05
rs214070	0.08770052853422951	0.00017045703584423117	0.0407	4.9000000000000005e-05
rs214069	0.0921021543333689	0.00014333363425995697	0.0304	4.225e-05
rs214068	0.08505389990572024	0.0001474379839372274	0.0259	4.225e-05
rs214067	0.09173628722341533	0.00014322296946834778	0.0304	4.225e-05
rs72863661	-0.01714090383830565	0.00025643378115814915	-0.0069	7.225000000000001e-05
rs12419530	0.0908850592190613	0.001014375605481066	0.0271	0.00029584
rs112050138	-0.02745868788510727	0.002559999721488026	-0.0715	0.00084681
rs182457612	-0.022197380913807768	0.0055187698521963514	-0.0479	0.0013689999999999998
rs10832755	-0.13389765663109532	0.0034909970545686218	-0.0037	0.0007344099999999999
rs214108	0.08736386311637014	0.00015667155247036486	0.0332	4.4890000000000006e-05
rs55948574	0.09380287059301069	0.00017453844148648584	0.0397	4.761e-05
rs117800986	-0.23188532684162194	0.0036658244850904407	0.0055	0.00080089
rs214106	0.09585376961693604	0.00014042339251107758	0.0249	4.096e-05
rs77581917	0.0023446511189120717	0.000537841299554126	-0.0358	0.00016641
rs214105	0.0925252508708728	0.0001684990071563299	0.0397	4.761e-05
rs184678873	0.14791561038469445	0.07511439677550165	0.0387	0.00205209
rs10832756	0.08336717510619227	0.0006994152339169042	0.0241	0.00025281
rs214104	0.09202579211162387	0.00016831486479575885	0.0375	5.041000000000001e-05
rs1330	0.08572684872105901	0.00015620662531184545	0.0334	4.4890000000000006e-05
rs16933946	0.0025388531010230786	0.0008858844611012924	-0.015	0.00024024999999999999
rs60838059	0.0027290254666575576	0.0008876141756528168	-0.0154	0.00024024999999999999
rs189464305	0.000566905396044987	0.0008902540943626694	-0.0187	0.00024964000000000003
rs10741725	0.09491659524248167	0.0001403152443146678	0.025	4.096e-05
rs7933137	0.09543033895952777	0.00014036996563185767	0.0255	4.096e-05
rs11024243	0.1872270318435742	0.01171372724963943	-0.0037	0.0026728900000000002
rs75998435	0.12080695042091741	0.0006352855612293449	0.0433	0.00015876
rs56213534	0.09519644695708623	0.00016814490176755707	0.0402	4.761e-05
rs12421767	-0.07321508079710745	0.0009475339518027422	-0.0409	0.00021316
rs11024244	-0.0800197193284035	0.00018454593038314657	-0.0199	5.041000000000001e-05
rs12282915	0.15358182083515237	0.014947275740026234	-0.0254	0.0024800399999999998
rs11024245	0.12141392988961647	0.012577692920605656	-0.0317	0.00256036
rs11024246	0.11131857749370505	0.01028601371919035	-0.0403	0.0025200400000000003
rs10766383	-0.07016288636797237	0.00017201735803142984	-0.0195	5.041000000000001e-05
rs10766384	-0.06984032173677446	0.00017258120705731242	-0.0195	5.041000000000001e-05
rs2521999	0.09662935907106855	0.00016729091296671035	0.0414	4.761e-05
rs9645621	-0.07502652115315334	0.00017982288527928795	-0.0201	5.041000000000001e-05
rs12225041	-0.07043229890153786	0.00017228940781270697	-0.0191	5.041000000000001e-05
rs2521997	0.04997402727278907	0.00017965681674594758	0.012	5.329e-05
rs12281007	-0.009335772146957617	0.000685005831182859	0.0069	0.00018496
rs11024250	-0.07001975832923267	0.0001723004221880146	-0.0191	5.041000000000001e-05
rs16933952	0.07286604152325024	0.0010084961156876036	0.0294	0.00028560999999999994
rs114419762	-0.0026301585326475065	0.0005408024405730384	-0.0366	0.00016384
rs10832757	-0.07025558190843763	0.00017189973233928791	-0.0189	5.041000000000001e-05
rs72863680	0.002714667903989649	0.0008977946665291914	-0.0142	0.00024649
rs11024251	-0.07042750721225943	0.0001720478672705991	-0.0188	5.041000000000001e-05
rs10466382	-0.07044736709854545	0.00017185672637451662	-0.019	5.041000000000001e-05
