SNP	b1	vb1	b2	vb2
rs182894584	-0.08911969598279049	0.03490684797131356	0.0003	0.00146689
rs112326908	0.22316636619703117	0.0007048040314439772	0.0235	0.00033489
rs77513155	-0.020765828429736365	0.001477163568012654	-0.0111	0.0010304099999999998
rs76802915	0.21576784560858997	0.0007022125443753692	0.0248	0.00034224999999999994
rs1481426	0.2160032528456343	0.0006323602907233141	0.0227	0.00033124
rs79878781	0.14460617449675905	0.0018988472518516168	0.04	0.0007289999999999999
rs12326167	0.22071709867527242	0.0006583133947918848	0.0223	0.00033489
rs1017838	0.2016720527330871	0.0006692217695405218	0.0232	0.00033124
rs1017839	0.2010933892314182	0.0006795204628287245	0.022	0.00033124
rs117338976	0.020072172377853442	0.0008001318207088553	0.0221	0.00070225
rs1481427	0.22486815699610016	0.0006980139849813438	0.0216	0.00033856
rs35796589	-0.0011466616868043727	0.00038950975497318994	-0.0072	0.00024024999999999999
rs28421652	0.20588676114647878	0.0006151119466994701	0.022	0.00032761000000000004
rs4800556	0.20049717967867323	0.0006810830810725714	0.0224	0.00032761000000000004
rs4800557	0.21638030530019597	0.0006335516400467684	0.0231	0.00033124
rs72879487	0.033429676046702966	0.0019657199455908113	0.0072	0.0009424900000000001
rs77838622	-0.02266501914662848	0.00020679719442227553	-0.0019	0.000144
rs117910444	-0.015042295265522145	0.0005479573743202194	0.0111	0.00044521000000000003
rs138000381	-0.12185994935054784	0.0065613822142799655	-0.0008	0.0014745599999999998
rs8089543	-0.005136001034284011	0.0008069624990261582	-0.0038	0.00041616000000000005
rs112699506	0.15837119011105852	0.0019171466857610879	0.0422	0.0007344099999999999
rs79055040	0.22763908374716096	0.0007086792016136625	0.0221	0.00033489
rs147156379	-0.0004881783926997722	0.002290639591493012	-0.015	0.001444
rs9946988	-0.023593471731679798	6.623495896321063e-05	0.0117	4.4890000000000006e-05
rs9947069	-0.02345803348922099	6.621925763747197e-05	0.0117	4.4890000000000006e-05
rs113946491	0.22262949367727386	0.000658000192193713	0.0261	0.00033124
rs115062123	0.010616335424585791	0.010183985767406206	-0.0451	0.005959840000000001
rs9959349	0.20401846959169279	0.0006957660818378721	0.0239	0.00032761000000000004
rs117308328	-0.002637883464818164	0.0022836684697152268	-0.0066	0.00140625
rs9961933	0.22154143470500173	0.0006413459831533321	0.0252	0.00033124
rs2382975	0.20373308936586776	0.0006909236846065411	0.0238	0.00032761000000000004
rs117438857	-0.01796377500391103	0.00585826528841883	0.0276	0.0012110399999999998
rs143550696	-0.031117808916696906	0.01033454498566245	0.0436	0.00116964
rs75492202	-0.021428049320944033	0.0002188105777778147	-0.0002	0.00015129
rs113233492	-0.010104120659556612	0.004829122635790976	-0.0276	0.0021344399999999996
rs4800184	0.21816879921209653	0.0006348774890079109	0.0245	0.00033124
rs117159665	0.47575381525658594	0.0029161031606621253	-0.0014	0.0007840000000000001
rs148188291	-0.009114652038452116	0.001424445760958456	-0.0282	0.00123904
rs112954469	0.1728475679503199	0.0022409466223077476	0.0391	0.0007507600000000001
rs75662289	-0.05153253782981055	0.0012511332755678918	0.0173	0.00100489
rs139047946	-0.0020666359561717826	0.005688880834543739	-0.0123	0.0015523599999999998
rs4377239	-0.02614305904274891	0.00014029087777389974	0.0204	9.215999999999998e-05
rs16940745	0.21955798469478513	0.0007188123265950661	0.025	0.0003459599999999999
rs715428	0.20448013510107085	0.0006867893627827355	0.0241	0.00032761000000000004
rs6508320	0.2205825683834242	0.0006325338462171916	0.0238	0.00032761000000000004
rs75221057	0.15497171599072887	0.001918621146386685	0.0432	0.0007344099999999999
rs72881349	-0.0565991119640942	0.00026957913299501224	-0.0038	0.00017423999999999999
rs72881350	-0.038530178580169334	0.0005141169577376628	0.0104	0.00031329000000000003
rs11874318	0.20331715159049069	0.0006757736448281732	0.0235	0.00032761000000000004
rs973653	0.20385412360702115	0.0006757661008498173	0.0238	0.00032761000000000004
rs76364694	0.03496441756868608	0.0008614108008723192	0.0537	0.00047961
rs1318841	0.2035723689602505	0.0006873309921680512	0.0239	0.00032761000000000004
rs1443354	0.1956782124362206	0.0006700192987274695	0.0237	0.00032761000000000004
rs111879738	-0.008964456354522777	0.004829125517225153	-0.0334	0.00210681
rs2044190	0.22081002832711327	0.000630298317272605	0.0235	0.00033124
rs1443356	0.23162198352303454	0.0007178099321670779	0.0232	0.00033489
rs1867252	0.22278146599834983	0.0006427429523193327	0.024	0.00033124
rs144856635	0.00022787382043684988	0.0013954979317518327	-0.0288	0.0011764899999999999
rs145650980	-0.024492493408858004	0.0058582249353803986	0.0227	0.0011628099999999998
rs8098861	0.2290541843004497	0.0006677999196102164	0.0217	0.00038808999999999995
rs8099122	-0.02302170286867459	6.523238691218197e-05	0.0099	4.3559999999999996e-05
rs4800594	0.20406611567462163	0.0006134245648112699	0.0251	0.00032761000000000004
rs117197638	0.0017429318605458831	0.0013929228299024404	-0.0304	0.00114921
rs8098796	0.21283159281954273	0.0006383459336637875	0.0243	0.00033124
rs113843468	-0.006319114734213827	0.0014937467300417389	-0.0242	0.0005904899999999999
rs142635177	0.2531268601311822	0.05955955549571286	0.0366	0.0014899600000000002
rs8087395	0.23149322755269552	0.0007056861049067193	0.0249	0.00033489
rs6508335	0.22057753575261563	0.0006366503128408047	0.0253	0.00033124
rs8082993	0.22140492914986126	0.000680928619893547	0.0253	0.00033489
rs8096984	0.20053629361334357	0.000670743127568621	0.0251	0.00032761000000000004
rs148348966	-0.007914189763542297	0.0058583031487788205	0.0241	0.0011628099999999998
rs111293916	-0.04858767533677001	6.723832645639648e-05	0.0097	4.4890000000000006e-05
rs73432762	0.16417835694682187	0.000630775534343955	0.0256	0.00033856
rs7243699	0.20311125672297708	0.0005966109923568409	0.0245	0.00033124
rs72881357	-0.036456750191067706	0.0005103363257419057	0.0095	0.00031329000000000003
rs72881359	0.007716046838896918	0.0018727811275510414	-0.0248	0.0009985600000000001
rs17645925	0.15085287129180627	0.0017617773251113718	0.0369	0.00073984
rs34615781	0.004900446781555299	0.00042538138573685247	-0.0078	0.00026243999999999996
rs113937364	-0.04887848783129841	0.00027981764675475047	-0.0025	0.00018496
rs8098817	0.20351295141357753	0.0005801806025010739	0.0263	0.00033124
rs149340696	-0.15701878638295122	0.04625285400255575	0.0887	0.0017724099999999999
rs148540897	-0.05004003129182659	0.0011265179487720551	-0.0009	0.00047089
rs116978251	0.47274507927998394	0.0027113623988187304	0.0032	0.00081225
rs113718641	0.20394360625073832	0.0006107890247532618	0.0254	0.00033124
rs16941100	0.20198288156586772	0.0006852431289666544	0.0248	0.00032761000000000004
rs143920045	-0.011762829719560303	0.0010244928539876613	0.0717	0.0015523599999999998
rs11660409	-0.01799621403982694	0.0005353359661026504	0.01	0.00046224999999999993
rs4800622	0.20321186693015425	0.0006742461021015993	0.0245	0.00032761000000000004
rs79251384	0.19978031553897488	0.0005855527445398584	0.0253	0.00033124
rs118157167	0.4230742029058702	0.0024553917303936942	0.002	0.0007452900000000001
rs13380950	0.1998692969854947	0.0006868539482877575	0.0244	0.00032761000000000004
rs113237383	-0.0516492762860369	0.0002641650507993465	-0.0104	0.00017956000000000002
rs28889707	0.19328508681039316	0.0006801183108318304	0.0242	0.00033489
rs182935630	0.45092654750706146	0.0025310738442819404	-0.0026	0.00076176
rs190959142	-0.2118132182024685	0.06326722453044638	0.0472	0.0015681600000000003
rs72881364	-0.05270817462773803	0.00026476075461422485	-0.0054	0.00016641
rs4800624	0.2020484171797858	0.0005787167923885033	0.0249	0.00033124
rs9947645	0.1983021655847443	0.0006790425899187005	0.0254	0.00032761000000000004
rs7504527	0.20118295104505157	0.0005871992657416966	0.0278	0.00033856
rs75785594	-0.10769629805968402	0.010353850454471968	0.0107	0.00141376
rs144482160	-0.0020340136409895083	0.001905179452435759	-0.026	0.0005953600000000001
rs8086047	0.20802950934137657	0.0006406524579636964	0.0252	0.00033489
rs140430711	-0.04976291350335382	0.0007861632865952709	-0.0108	0.00058564
rs57611047	0.19947404821521023	0.0006143383971812875	0.0249	0.00032761000000000004
rs139108403	-0.029535990425055128	0.0005493183748773463	0.0072	0.00027556
rs149483876	0.015022812943150521	0.0014724446775257155	0.0108	0.00083521
rs8093504	0.2083016865240595	0.0006494219031453786	0.0249	0.00033489
rs113929471	-0.06384637194497061	0.001399616212953158	-0.0533	0.00142884
rs75387558	0.1550802840858435	0.12833289877193108	0.0077	0.00130321
rs78011212	0.19846009690142752	0.0005901260849511386	0.0263	0.00032761000000000004
rs1025895	0.19922937350518694	0.0005795724815053799	0.0261	0.00032761000000000004
rs191116585	-0.09660404989457913	0.0026998426002177475	0.0176	0.0012602499999999999
rs1025896	0.19985948455982158	0.0005780081539485764	0.0269	0.00032761000000000004
rs115650610	0.22790729458750386	0.0007155455118885593	0.0264	0.00033124
rs16941256	0.2160751963834011	0.0006358128113793442	0.0252	0.00033124
rs920743	-0.015006246157525013	0.00010561350217227695	0.0127	7.568999999999999e-05
rs117858940	-0.049020188690036166	0.0009783654582052406	0.0007	0.00047524
rs8093992	0.21801124556816456	0.0006232905615235589	0.026	0.00032761000000000004
rs920744	0.2229721024597305	0.0006586905438560151	0.0251	0.00033124
rs118000006	-0.024111465451695454	0.00037524752333411193	-0.0106	0.00026896000000000005
rs4368248	0.22021092518311858	0.0006416945814556163	0.0269	0.00032761000000000004
rs11873141	0.22290085048960595	0.0006619216934415468	0.0267	0.00032761000000000004
rs142716063	0.4288590532398046	0.0021384758385384725	0.0051	0.0007289999999999999
rs12964299	-0.01721842753202922	0.00024475296252408565	0.0057	0.00017161000000000002
rs112117306	0.2184041998518878	0.0006398790366702568	0.025	0.00033124
rs77476756	0.22272271951993186	0.0007003539591203112	0.0247	0.00033489
rs72881368	0.011443049877125865	0.0018632199530178829	-0.0085	0.0009548100000000001
rs1992543	0.22002217328161497	0.0007576331026287469	0.0248	0.00032761000000000004
rs112246805	-0.01701681902881858	0.004851877491364086	-0.0356	0.0019891600000000002
rs1992542	0.21904034455890425	0.0007554537408498868	0.0248	0.00032761000000000004
rs7239571	0.21315990333051074	0.0006203344042031037	0.0256	0.00033124
rs77521822	-0.10235297150867682	0.02492578634070162	-0.0199	0.00474721
rs8087568	0.2139082455666507	0.0006504296656862427	0.0241	0.00034224999999999994
rs2120224	0.21642977406454655	0.0006516223370713485	0.0271	0.00033124
rs78300232	-0.021481811622180907	0.00037814041779261323	-0.0111	0.00026243999999999996
rs13381192	0.21520364369936504	0.00063672797749601	0.0281	0.00036863999999999994
rs115384349	0.21845274112238583	0.0006871635546788786	0.0271	0.00033489
rs11873003	0.21267220609895976	0.0006445781032415651	0.0274	0.00032761000000000004
rs67741229	-0.011792882320699943	0.00023646259649178067	0.0039	0.00017161000000000002
rs10502436	0.01716573559145772	0.00010956960742540816	0.0192	7.396e-05
rs4800635	0.01827024991782673	0.0001114153477965777	0.0186	7.396e-05
rs7227578	0.017583414349716102	0.00011137925068479307	0.0177	7.396e-05
rs116869137	-0.03616539228961546	0.0008079924566000525	-0.0226	0.0006250000000000001
rs6508382	0.017316904382707568	0.00012038195857131123	0.0209	7.744e-05
rs6508383	0.0169140787294494	0.00011541613674563975	0.02	7.568999999999999e-05
rs16941427	0.01670127912666469	0.00011026358838469083	0.0181	7.396e-05
rs138843717	-0.008326856494599695	0.0014338763492202334	-0.0376	0.00121801
rs78364389	-0.023914459727377414	0.00020202773822911976	0.0046	0.00012769
rs2586204	0.019225646857845335	0.00011136802709715908	0.0181	7.396e-05
rs291795	-0.023602624208927385	6.570034812060211e-05	0.0112	4.3559999999999996e-05
rs28652646	0.01627505460582203	0.00011370121363305896	0.0206	7.568999999999999e-05
rs7227189	0.015474280657987057	0.00011417311563608947	0.0204	7.568999999999999e-05
rs2164062	0.017657340160936015	0.0001123312451843897	0.0139	7.921e-05
rs2384785	0.018430230210299325	0.00010947027899773829	0.0184	7.396e-05
rs291794	0.019599229803687526	0.00011595447419079918	0.0196	7.744e-05
rs2117317	-0.022813003344489137	6.571823271664791e-05	0.0119	4.4890000000000006e-05
rs17719278	-0.047814538137047335	0.0002500094107435002	-0.0068	0.00015625000000000003
rs117821555	-0.05523363170392502	0.000958878486533811	0.0002	0.00045795999999999993
rs291792	-0.022653356076389217	6.569503610035938e-05	0.0112	4.225e-05
rs10084015	-0.022529863060903647	6.598736152665746e-05	0.0102	3.844e-05
rs10084061	0.01775519408568726	0.00011676773518409316	0.0207	7.568999999999999e-05
rs72881385	-0.04236896782733648	8.407394475117355e-05	0.0001	5.329e-05
rs72881387	0.01792400713557158	0.00011647575759883642	0.0207	7.568999999999999e-05
rs10084017	0.01793137831060489	0.00011668396288214238	0.0205	7.568999999999999e-05
rs181703300	0.06872044527295096	0.03368994093193445	-0.0851	0.008704889999999998
rs2586202	-0.022916303781942378	6.563195795363663e-05	0.0122	4.4890000000000006e-05
rs13381565	0.016520586354513964	0.00011548714906699163	0.0206	7.568999999999999e-05
rs2570959	-0.02284369591837392	6.600303221684163e-05	0.0111	4.225e-05
rs117923728	-0.016706514633575278	0.001312179092372367	0.0215	0.0009548100000000001
rs2586201	-0.02147391841041903	6.546181363814726e-05	0.0103	4.3559999999999996e-05
rs12458521	0.01491431925272996	0.00011356933032779484	0.0186	7.396e-05
rs12457114	0.014690203784481206	0.00011881442869875304	0.0211	7.568999999999999e-05
rs4800659	0.014401443478324876	0.00012135607625254984	0.0206	7.568999999999999e-05
rs61294148	0.01418032003995788	0.00011883681645079933	0.0212	7.568999999999999e-05
rs72881395	0.016193411477160264	0.000118671621346746	0.0193	7.744e-05
rs118035855	0.4485384332274912	0.002833245826834892	0.0095	0.0008702499999999999
rs72881396	0.014336369176945583	0.00012046447525569513	0.021	7.568999999999999e-05
rs28464203	0.013470439874324055	0.00011954795180981422	0.0171	8.099999999999999e-05
rs72881399	-0.0436013789302181	8.418749453607993e-05	0.0004	5.329e-05
rs4800663	0.012308770332163425	0.00011985741731720425	0.0202	7.568999999999999e-05
rs4800664	0.011951672822815772	0.00011963424288894716	0.0162	8.099999999999999e-05
rs56881189	0.013141124786375852	0.00011954417199468411	0.0201	7.568999999999999e-05
rs77431684	0.013257304635911906	0.00011843315028353241	0.0195	7.744e-05
rs9957178	0.014704226945639255	0.00012108112771813213	0.0204	7.568999999999999e-05
rs35378041	-0.04323926750826178	8.411017363021189e-05	0.0002	5.329e-05
rs72882806	-0.02790869711316967	0.0022720889312809202	-0.0153	0.0009
rs291782	-0.02503422657165233	6.739684474385615e-05	0.0107	4.225e-05
rs139401129	-0.034659564612444675	0.0004694281358930284	0.0082	0.000361
rs1019977	0.014190203412874244	0.00011984866693093192	0.0203	7.568999999999999e-05
rs291781	-0.024648483507598705	6.599210796237002e-05	0.01	3.969e-05
rs146487405	0.43020392299157156	0.004479861237952092	0.0184	0.00135424
rs58424895	0.015716609146200138	0.0001202888367331998	0.0195	7.744e-05
rs111935796	0.1580154847918105	0.001975695841240296	0.047	0.00070756
rs72882810	-0.022806470173670292	0.00015094537735989074	0.0125	0.00011025000000000001
rs12457474	-0.022656738041450894	0.00013752464182808878	0.0169	9.215999999999998e-05
rs2586205	0.016043624457287308	0.0001202750913582882	0.0192	7.568999999999999e-05
rs192299001	0.026439785171912557	0.0013481251860124417	0.0241	0.0007784100000000001
rs183045680	0.061837975209148174	0.03369058093508298	-0.0729	0.00727609
rs7241622	0.01477786990744746	0.00012153183112317797	0.0209	7.568999999999999e-05
rs145147711	0.018302427878531043	0.0011974855301512823	-0.0004	0.00063504
rs4800705	0.014636317088564128	0.00011964277512671045	0.0208	7.568999999999999e-05
rs291786	-0.06258049141246494	0.0007630443926173261	0.0048	0.00029928999999999996
rs76229894	-0.013053086592477208	0.0005288611494471371	0.0028	0.00038416
rs291785	-0.012042551745545345	7.010323852314198e-05	0.0138	4.4890000000000006e-05
rs112854521	0.14828106793525805	0.001923792127465364	0.0467	0.00070225
rs11083157	0.005479654023110389	0.00012839073732995556	0.0179	8.281e-05
rs141332412	-0.032181517045347906	0.00010492611717276589	0.0039	6.889e-05
rs9948725	0.01444046893897257	0.00011985964921470915	0.0203	7.568999999999999e-05
rs291784	-0.04135455851033348	8.248503654278175e-05	0.0007	5.184e-05
rs291783	0.0157069363459977	0.00012024148819564609	0.019	7.568999999999999e-05
rs11874169	0.013814097986759154	0.00012102449411889607	0.0208	7.568999999999999e-05
rs4368249	0.01412352375468574	0.00012007364158095839	0.0209	7.568999999999999e-05
rs7235880	0.011752865721374104	0.00012365729804267778	0.0168	8.099999999999999e-05
rs72882830	0.014943945297922506	0.0001240935430017606	0.0152	8.099999999999999e-05
rs75103373	-0.009405230787121768	0.0005836736751185873	0.0058	0.00024964000000000003
rs12604773	0.012185173290636784	7.067843193825692e-05	-0.012	4.4890000000000006e-05
rs34656972	0.025689827394799285	0.0012923982132502221	0.0035	0.00055225
rs72882834	-0.022774584313754908	0.00013667164606891768	0.0172	9.215999999999998e-05
rs150030984	-0.026180383612319176	0.001635334584907417	-0.011	0.00094864
rs77636466	-0.04149544454850394	0.0009107421716511555	-0.0031	0.00033856
rs77938618	0.38673451117495	0.0020592649238648634	0.0151	0.00066564
rs3794938	0.013957635599428886	0.00011948405072710413	0.0194	7.568999999999999e-05
rs7243222	0.013089387518602655	0.00012019952362061309	0.0159	7.921e-05
rs141663748	-0.03315697060875034	0.0012029121294593213	0.0062	0.0007344099999999999
rs8086339	-0.03053277965796937	0.000104655105038102	0.0031	6.889e-05
rs113947319	0.012663367881877883	0.0001196896089354534	0.017	7.744e-05
rs78025272	0.019564016672926617	0.00010691235034239462	-0.0129	7.396e-05
rs112795510	-0.010958868185605257	0.004829120248687078	-0.05	0.0020160100000000004
rs141119088	-0.023806843304791818	0.0020391671382516126	0.0323	0.0011222500000000002
rs111747869	0.11306326990261915	0.006464707740475667	0.0114	0.0013176899999999998
rs138535889	0.011424704678047098	0.010167873759188656	0.0428	0.0008820900000000001
rs4800254	0.021639607160475444	0.00012631554782406836	0.0152	7.921e-05
rs151034292	-0.02656212714676371	0.0029206442319465163	0.0321	0.0007289999999999999
rs9635908	-0.01402493202087487	0.00012536511836963742	-0.0155	7.921e-05
rs72882839	0.033860162546711994	0.005348304128347649	0.021	0.0010562500000000001
rs189386806	0.004275448113555593	0.010167907046383321	0.0452	0.0008761600000000001
rs8092018	0.013736699787678844	0.00012262281354859025	0.0146	7.744e-05
rs145619014	-0.38530989538802646	0.040619578316382424	0.0987	0.00256036
rs8099087	0.018093711772994608	0.00013256429454632147	0.0171	7.744e-05
rs10163728	0.022663199627189087	0.00012667649646237123	0.0162	7.921e-05
rs8083036	0.022766134241284944	0.00012389807191662858	0.0199	7.568999999999999e-05
rs183286024	0.12577099830996136	0.03483133366356315	-0.0759	0.00753424
rs4453600	-0.01511257119544533	0.00012357149355307238	-0.0153	7.921e-05
rs76779335	0.3858532099726899	0.0021381254753322864	0.0128	0.000676
rs6508435	0.02014820346190109	0.00012664047106055644	0.016	7.921e-05
rs6508436	0.02063568264855103	0.00012363132881145362	0.0171	7.744e-05
rs139627261	0.17448104926967622	0.03158278857550791	0.0505	0.00525625
rs4800257	0.023935841704462037	0.00013089785478177015	0.0171	8.099999999999999e-05
rs28396881	-0.022045450577600868	0.0001301095173779023	-0.0166	7.921e-05
rs151019236	-0.00075478230301488	0.0020925484846444297	-0.0179	0.00089401
rs62089245	0.008832305915734131	0.0003074711017332653	-0.0134	0.00014641
rs140878166	0.29468913378324774	0.5054511332701099	0.0802	0.0027457600000000003
rs1006934	0.021046126668301038	0.00012650390804233764	0.0167	7.921e-05
rs2156556	-0.021367009076703154	0.0003636333837577808	-0.0076	0.00023408999999999998
rs62089246	-0.22299612122380505	0.048526184417744866	-0.062	0.00140625
rs55847512	-0.039735633929452605	0.00026929433398529575	-0.009	0.00019320999999999997
rs2016544	0.02395303655251207	0.00012307664231378925	0.0203	7.568999999999999e-05
rs1006260	0.010292527353887903	7.071006299028332e-05	-0.0139	4.4890000000000006e-05
rs78562091	-0.04933171431586555	0.00094448293068637	-0.014	0.00037636
rs6508441	0.022358314748991772	0.00012521134816201188	0.0186	7.568999999999999e-05
